,sbj_ID,rec_id,msgs,fixations,morph_type,lst_type,target,preview,sentence,boundary_index,sentence_len,boundary_shift,pre_target,post_target,type,TextBlock,adjusted_seq,trial_issue,noshorts_seq,nolongs_seq,cleaned_seq,trial_id,GD_all,FFD_all,GPD_all,FoM_all,GD_noshortfixs,FFD_noshortfixs,GPD_noshortfixs,FoM_noshortfixs,GD_nolongfixs,FFD_nolongfixs,GPD_nolongfixs,FoM_nolongfixs,GD_cleanedfixs,FFD_cleanedfixs,GPD_cleanedfixs,FoM_cleanedfixs,trial_type
57,13,128,"['trial 58 start', 'trial 58 end']","FixationSequence[Fixation[346,541], ..., Fixation[1774,763]]",complex,3,genetics,gedetici,That is partly about X and partly about how you were raised.,20,67,-320.0,That is partly about , and partly about how you were raised.,trial,TextBlock[That is partly ab...],"FixationSequence[Fixation[346,534], ..., Fixation[1774,534]]",N-1_SKIP,"FixationSequence[Fixation[346,534], ..., Fixation[1774,534]]","FixationSequence[Fixation[346,534], ..., Fixation[1774,534]]","FixationSequence[Fixation[346,534], ..., Fixation[1774,534]]",,,,,,,,,,,,,,,,,,legal_nonword
58,13,129,"['trial 59 start', 'trial 59 end']","FixationSequence[Fixation[321,538], ..., Fixation[1531,578]]",complex,1,dignified,dinnisito,He doesn't deserve a graceful X exit after what he's done.,29,66,-176.0,He doesn't deserve a graceful , exit after what he's done.,trial,TextBlock[He doesn't deserv...],"FixationSequence[Fixation[321,534], ..., Fixation[1531,534]]",N,"FixationSequence[Fixation[321,534], ..., Fixation[1460,534]]","FixationSequence[Fixation[425,534], ..., Fixation[1531,534]]","FixationSequence[Fixation[425,534], ..., Fixation[1460,534]]",59.0,360.0,246.0,360.0,246.0,360.0,246.0,360.0,246.0,360.0,246.0,360.0,246.0,360.0,246.0,360.0,246.0,legal_nonword
59,13,130,"['trial 60 start', 'trial 60 end']","FixationSequence[Fixation[317,539], ..., Fixation[1858,778]]",complex,2,pianists,zhwvjlmx,It's impressive how effortlessly X improvise when playing jazz.,32,70,-128.0,It's impressive how effortlessly , improvise when playing jazz.,trial,TextBlock[It's impressive h...],"FixationSequence[Fixation[317,534], ..., Fixation[1858,534]]",N,"FixationSequence[Fixation[317,534], ..., Fixation[1858,534]]","FixationSequence[Fixation[317,534], ..., Fixation[1858,534]]","FixationSequence[Fixation[317,534], ..., Fixation[1858,534]]",60.0,204.0,204.0,204.0,,204.0,204.0,204.0,,204.0,204.0,204.0,,204.0,204.0,204.0,,illegal_nonword
60,13,131,"['trial 61 start', 'trial 61 end']","FixationSequence[Fixation[322,549], ..., Fixation[1612,683]]",complex,1,european,erropea ,That's a very X point of view on recycling.,13,50,-432.0,That's a very , point of view on recycling.,trial,TextBlock[That's a very eur...],"FixationSequence[Fixation[322,534], ..., Fixation[1612,534]]",N-1_SKIP,"FixationSequence[Fixation[322,534], ..., Fixation[1612,534]]","FixationSequence[Fixation[441,534], ..., Fixation[1612,534]]","FixationSequence[Fixation[441,534], ..., Fixation[1612,534]]",,,,,,,,,,,,,,,,,,legal_nonword
61,13,132,"['trial 62 start', 'trial 62 end']","FixationSequence[Fixation[318,541], ..., Fixation[1426,548]]",complex,2,sanity,rvxghd,Any hope of a future X depended on our willingness to listen.,20,66,-320.0,Any hope of a future , depended on our willingness to listen.,trial,TextBlock[Any hope of a fut...],"FixationSequence[Fixation[318,534], ..., Fixation[1426,534]]",N,"FixationSequence[Fixation[318,534], ..., Fixation[1426,534]]","FixationSequence[Fixation[318,534], ..., Fixation[1426,534]]","FixationSequence[Fixation[318,534], ..., Fixation[1426,534]]",62.0,352.0,216.0,352.0,216.0,352.0,216.0,352.0,216.0,352.0,216.0,352.0,216.0,352.0,216.0,352.0,216.0,illegal_nonword
62,13,133,"['trial 63 start', 'trial 63 end']","FixationSequence[Fixation[302,550], ..., Fixation[1420,556]]",simple,2,example,example,It has shown them a true X of how to fight back against wars. ,24,68,-256.0,It has shown them a true , of how to fight back against wars. ,trial,TextBlock[It has shown them...],"FixationSequence[Fixation[302,534], ..., Fixation[1420,534]]",N-1_SKIP,"FixationSequence[Fixation[302,534], ..., Fixation[1420,534]]","FixationSequence[Fixation[363,534], ..., Fixation[1420,534]]","FixationSequence[Fixation[363,534], ..., Fixation[1420,534]]",,,,,,,,,,,,,,,,,,identical
63,13,140,"['trial 64 start', 'trial 64 end']","FixationSequence[Fixation[344,539], ..., Fixation[1491,565]]",complex,2,furious,furious,Brian was clearly X about the grade he got for his final exam.,17,68,-368.0,Brian was clearly , about the grade he got for his final exam.,trial,TextBlock[Brian was clearly...],"FixationSequence[Fixation[344,534], ..., Fixation[1491,534]]",N,"FixationSequence[Fixation[344,534], ..., Fixation[1491,534]]","FixationSequence[Fixation[344,534], ..., Fixation[1491,534]]","FixationSequence[Fixation[344,534], ..., Fixation[1491,534]]",64.0,262.0,262.0,262.0,,262.0,262.0,262.0,,262.0,262.0,262.0,,262.0,262.0,262.0,,identical
64,13,143,"['trial 65 restart', 'trial 65 end']","FixationSequence[Fixation[319,548], ..., Fixation[1670,561]]",complex,4,vigilance,krmwsbpyj,He needs great X for the task at hand to avoid making mistakes.,14,71,-416.0,He needs great , for the task at hand to avoid making mistakes.,trial,TextBlock[He needs great vi...],"FixationSequence[Fixation[319,534], ..., Fixation[1670,534]]",N,"FixationSequence[Fixation[319,534], ..., Fixation[1670,534]]","FixationSequence[Fixation[319,534], ..., Fixation[1670,534]]","FixationSequence[Fixation[319,534], ..., Fixation[1670,534]]",65.0,396.0,194.0,396.0,194.0,396.0,194.0,396.0,194.0,396.0,194.0,396.0,194.0,396.0,194.0,396.0,194.0,illegal_nonword
65,13,147,"['trial 66 start', 'trial 66 end']","FixationSequence[Fixation[307,542], ..., Fixation[1985,592]]",complex,1,european,european,Half of the recent X car sales are reported to be electric cars.,18,71,-352.0,Half of the recent , car sales are reported to be electric cars.,trial,TextBlock[Half of the recen...],"FixationSequence[Fixation[307,534], ..., Fixation[1985,534]]",N,"FixationSequence[Fixation[307,534], ..., Fixation[1467,534]]","FixationSequence[Fixation[307,534], ..., Fixation[1985,534]]","FixationSequence[Fixation[307,534], ..., Fixation[1467,534]]",66.0,274.0,274.0,274.0,,274.0,274.0,274.0,,274.0,274.0,274.0,,274.0,274.0,274.0,,identical
66,13,154,"['trial 67 start', 'trial 67 end']","FixationSequence[Fixation[318,556], ..., Fixation[2195,512]]",simple,3,island,ipand ,Our own little X of personal space is our table in the restaurant.,14,71,-416.0,Our own little , of personal space is our table in the restaurant.,trial,TextBlock[Our own little is...],"FixationSequence[Fixation[318,534], ..., Fixation[2195,534]]",N,"FixationSequence[Fixation[318,534], ..., Fixation[1708,534]]","FixationSequence[Fixation[380,534], ..., Fixation[2195,534]]","FixationSequence[Fixation[380,534], ..., Fixation[1708,534]]",67.0,190.0,190.0,190.0,,190.0,190.0,190.0,,190.0,190.0,190.0,,190.0,190.0,190.0,,legal_nonword
67,13,155,"['trial 68 start', 'trial 68 end']","FixationSequence[Fixation[321,547], ..., Fixation[1453,558]]",complex,3,humidity,umiditi ,Try to maintain the right X and temperature to prevent spoiling.,25,71,-240.0,Try to maintain the right , and temperature to prevent spoiling.,trial,TextBlock[Try to maintain t...],"FixationSequence[Fixation[321,534], ..., Fixation[1453,534]]",N,"FixationSequence[Fixation[321,534], ..., Fixation[1453,534]]","FixationSequence[Fixation[399,534], ..., Fixation[1453,534]]","FixationSequence[Fixation[399,534], ..., Fixation[1453,534]]",68.0,286.0,286.0,388.0,,286.0,286.0,388.0,,286.0,286.0,388.0,,286.0,286.0,388.0,,legal_nonword
68,13,156,"['trial 69 start', 'trial 69 end']","FixationSequence[Fixation[307,556], ..., Fixation[1558,549]]",complex,2,vastness,vastness,The snowy white X of the North Pole makes it difficult to survive.,15,73,-400.0,The snowy white , of the North Pole makes it difficult to survive.,trial,TextBlock[The snowy white v...],"FixationSequence[Fixation[307,534], ..., Fixation[1558,534]]",N,"FixationSequence[Fixation[307,534], ..., Fixation[1558,534]]","FixationSequence[Fixation[393,534], ..., Fixation[1558,534]]","FixationSequence[Fixation[393,534], ..., Fixation[1558,534]]",69.0,421.0,182.0,421.0,182.0,421.0,182.0,421.0,182.0,421.0,182.0,421.0,182.0,421.0,182.0,421.0,182.0,identical
69,13,157,"['trial 70 start', 'trial 70 end']","FixationSequence[Fixation[318,562], ..., Fixation[1252,551]]",simple,1,throne,torne ,He dashed into the crowded X room without hesitation.,26,58,-224.0,He dashed into the crowded , room without hesitation.,trial,TextBlock[He dashed into th...],"FixationSequence[Fixation[318,534], ..., Fixation[1252,534]]",N,"FixationSequence[Fixation[318,534], ..., Fixation[1252,534]]","FixationSequence[Fixation[424,534], ..., Fixation[1252,534]]","FixationSequence[Fixation[424,534], ..., Fixation[1252,534]]",70.0,163.0,163.0,163.0,,163.0,163.0,163.0,,163.0,163.0,163.0,,163.0,163.0,163.0,,legal_nonword
70,13,158,"['trial 71 start', 'trial 71 end']","FixationSequence[Fixation[319,546], ..., Fixation[1501,582]]",complex,4,vigilance,vigilanza,I appreciate your tireless X in getting the truth out there.,26,68,-224.0,I appreciate your tireless , in getting the truth out there.,trial,TextBlock[I appreciate your...],"FixationSequence[Fixation[319,534], ..., Fixation[1501,534]]",N,"FixationSequence[Fixation[319,534], ..., Fixation[1501,534]]","FixationSequence[Fixation[319,534], ..., Fixation[1501,534]]","FixationSequence[Fixation[319,534], ..., Fixation[1501,534]]",71.0,307.0,307.0,307.0,,307.0,307.0,307.0,,307.0,307.0,307.0,,307.0,307.0,307.0,,cognate
71,13,159,"['trial 72 start', 'trial 72 end']","FixationSequence[Fixation[323,555], ..., Fixation[1794,570]]",simple,4,resource,jylbkndg,The course introduces X management to combat global warning.,21,67,-304.0,The course introduces , management to combat global warning.,trial,TextBlock[The course introd...],"FixationSequence[Fixation[323,534], ..., Fixation[1794,534]]",N,"FixationSequence[Fixation[323,534], ..., Fixation[1794,534]]","FixationSequence[Fixation[323,534], ..., Fixation[1794,534]]","FixationSequence[Fixation[323,534], ..., Fixation[1794,534]]",72.0,388.0,182.0,388.0,182.0,388.0,182.0,388.0,182.0,388.0,182.0,388.0,182.0,388.0,182.0,388.0,182.0,illegal_nonword
72,13,160,"['trial 73 start', 'trial 73 end']","FixationSequence[Fixation[330,554], ..., Fixation[1922,532]]",simple,3,island,isola ,The beauty of this amazing X is one of my best memories.,26,61,-224.0,The beauty of this amazing , is one of my best memories.,trial,TextBlock[The beauty of thi...],"FixationSequence[Fixation[330,534], ..., Fixation[1922,534]]",N,"FixationSequence[Fixation[330,534], ..., Fixation[1922,534]]","FixationSequence[Fixation[330,534], ..., Fixation[1922,534]]","FixationSequence[Fixation[330,534], ..., Fixation[1922,534]]",73.0,254.0,254.0,254.0,,254.0,254.0,254.0,,254.0,254.0,254.0,,254.0,254.0,254.0,,cognate
73,13,161,"['trial 74 start', 'trial 74 end']","FixationSequence[Fixation[323,557], ..., Fixation[1906,529]]",simple,4,spinach,spinaci,The look of the brownish X didn't appeal to him at all.,24,61,-256.0,The look of the brownish , didn't appeal to him at all.,trial,TextBlock[The look of the b...],"FixationSequence[Fixation[323,534], ..., Fixation[1906,534]]",N,"FixationSequence[Fixation[323,534], ..., Fixation[1906,534]]","FixationSequence[Fixation[323,534], ..., Fixation[1906,534]]","FixationSequence[Fixation[323,534], ..., Fixation[1906,534]]",74.0,438.0,224.0,438.0,224.0,438.0,224.0,438.0,224.0,438.0,224.0,438.0,224.0,438.0,224.0,438.0,224.0,cognate
74,13,162,"['trial 75 start', 'trial 75 end']","FixationSequence[Fixation[316,561], ..., Fixation[1686,535]]",simple,3,recruit,rotrait,It looked like the newest X was going to fail his exams.,25,62,-240.0,It looked like the newest , was going to fail his exams.,trial,TextBlock[It looked like th...],"FixationSequence[Fixation[316,534], ..., Fixation[1686,534]]",N,"FixationSequence[Fixation[316,534], ..., Fixation[1686,534]]","FixationSequence[Fixation[425,534], ..., Fixation[1686,534]]","FixationSequence[Fixation[425,534], ..., Fixation[1686,534]]",75.0,388.0,153.0,388.0,153.0,388.0,153.0,388.0,153.0,388.0,153.0,388.0,153.0,388.0,153.0,388.0,153.0,legal_nonword
75,13,163,"['trial 76 start', 'trial 76 end']","FixationSequence[Fixation[300,566], ..., Fixation[1788,573]]",complex,3,sensitive,sessipive,Theres a possibility X data has been transmitted to scammers.,21,70,-304.0,Theres a possibility , data has been transmitted to scammers.,trial,TextBlock[Theres a possibi...],"FixationSequence[Fixation[300,534], ..., Fixation[1788,534]]",N,"FixationSequence[Fixation[300,534], ..., Fixation[1788,534]]","FixationSequence[Fixation[300,534], ..., Fixation[1788,534]]","FixationSequence[Fixation[300,534], ..., Fixation[1788,534]]",76.0,174.0,174.0,174.0,,174.0,174.0,174.0,,174.0,174.0,174.0,,174.0,174.0,174.0,,legal_nonword
76,13,164,"['trial 77 start', 'trial 77 end']","FixationSequence[Fixation[311,564], ..., Fixation[1666,556]]",simple,1,platoon,platoon,Those in the first X were the ones who get hurt the worst.,18,64,-352.0,Those in the first , were the ones who get hurt the worst.,trial,TextBlock[Those in the firs...],"FixationSequence[Fixation[311,534], ..., Fixation[1666,534]]",N,"FixationSequence[Fixation[311,534], ..., Fixation[1666,534]]","FixationSequence[Fixation[387,534], ..., Fixation[1666,534]]","FixationSequence[Fixation[387,534], ..., Fixation[1666,534]]",77.0,176.0,176.0,176.0,,176.0,176.0,176.0,,176.0,176.0,176.0,,176.0,176.0,176.0,,identical
77,13,165,"['trial 78 start', 'trial 78 end']","FixationSequence[Fixation[315,556], ..., Fixation[1618,553]]",simple,3,genius,ganis ,She is one of those X characters who don't work hard but succeed anyway.,19,77,-336.0,She is one of those , characters who don't work hard but succeed anyway.,trial,TextBlock[She is one of tho...],"FixationSequence[Fixation[315,534], ..., Fixation[1618,534]]",N,"FixationSequence[Fixation[315,534], ..., Fixation[1618,534]]","FixationSequence[Fixation[315,534], ..., Fixation[1618,534]]","FixationSequence[Fixation[315,534], ..., Fixation[1618,534]]",78.0,355.0,183.0,355.0,183.0,355.0,183.0,355.0,183.0,355.0,183.0,355.0,183.0,355.0,183.0,355.0,183.0,legal_nonword
78,13,169,"['trial 79 start', 'trial 79 end']","FixationSequence[Fixation[316,554], ..., Fixation[1647,605]]",simple,4,nephew,nipote,This time one other X was there for Ben during his breakdown.,19,66,-336.0,This time one other , was there for Ben during his breakdown.,trial,TextBlock[This time one oth...],"FixationSequence[Fixation[316,534], ..., Fixation[1647,534]]",N,"FixationSequence[Fixation[316,534], ..., Fixation[1647,534]]","FixationSequence[Fixation[403,534], ..., Fixation[1647,534]]","FixationSequence[Fixation[403,534], ..., Fixation[1647,534]]",79.0,285.0,285.0,496.0,,285.0,285.0,496.0,,285.0,285.0,496.0,,285.0,285.0,496.0,,cognate
79,13,170,"['trial 80 start', 'trial 80 end']","FixationSequence[Fixation[317,558], ..., Fixation[2108,651]]",complex,1,dignified,dignified,We need to develop X human rights laws for refugees.,18,60,-352.0,We need to develop , human rights laws for refugees.,trial,TextBlock[We need to develo...],"FixationSequence[Fixation[317,534], ..., Fixation[2108,534]]",N,"FixationSequence[Fixation[317,534], ..., Fixation[2108,534]]","FixationSequence[Fixation[311,534], ..., Fixation[2108,534]]","FixationSequence[Fixation[311,534], ..., Fixation[2108,534]]",80.0,369.0,196.0,369.0,196.0,369.0,196.0,369.0,196.0,369.0,196.0,369.0,196.0,369.0,196.0,369.0,196.0,identical
80,13,171,"['trial 81 start', 'trial 81 end']","FixationSequence[Fixation[317,558], ..., Fixation[2221,584]]",complex,3,sensitive,sensibile,The Arctic Ocean is more X to changes in climate.,24,57,-256.0,The Arctic Ocean is more , to changes in climate.,trial,TextBlock[The Arctic Ocean ...],"FixationSequence[Fixation[317,534], ..., Fixation[2221,534]]",N,"FixationSequence[Fixation[317,534], ..., Fixation[2221,534]]","FixationSequence[Fixation[317,534], ..., Fixation[2221,534]]","FixationSequence[Fixation[317,534], ..., Fixation[2221,534]]",81.0,193.0,193.0,193.0,,193.0,193.0,193.0,,193.0,193.0,193.0,,193.0,193.0,193.0,,cognate
81,13,175,"['trial 82 start', 'trial 82 end']","FixationSequence[Fixation[320,560], ..., Fixation[1551,570]]",complex,2,greatness,wxlmhfyvk,George is exceptional at seeing X in someone young and training them.,31,77,-144.0,George is exceptional at seeing , in someone young and training them.,trial,TextBlock[George is excepti...],"FixationSequence[Fixation[320,534], ..., Fixation[1551,534]]",N,"FixationSequence[Fixation[320,534], ..., Fixation[1551,534]]","FixationSequence[Fixation[320,534], ..., Fixation[1551,534]]","FixationSequence[Fixation[320,534], ..., Fixation[1551,534]]",82.0,185.0,185.0,351.0,,185.0,185.0,351.0,,185.0,185.0,351.0,,185.0,185.0,351.0,,illegal_nonword
82,13,179,"['trial 83 start', 'trial 83 end']","FixationSequence[Fixation[318,558], ..., Fixation[1435,566]]",simple,4,theorem,teorema,This is an impossible X for us to prove in a traditional way.,21,67,-304.0,This is an impossible , for us to prove in a traditional way.,trial,TextBlock[This is an imposs...],"FixationSequence[Fixation[318,534], ..., Fixation[1435,534]]",N,"FixationSequence[Fixation[318,534], ..., Fixation[1403,534]]","FixationSequence[Fixation[446,534], ..., Fixation[1435,534]]","FixationSequence[Fixation[446,534], ..., Fixation[1403,534]]",83.0,186.0,186.0,186.0,,186.0,186.0,186.0,,186.0,186.0,186.0,,186.0,186.0,186.0,,cognate
83,13,180,"['trial 84 start', 'trial 84 end']","FixationSequence[Fixation[318,561], ..., Fixation[1585,626]]",simple,4,yellow,vmfqhk,There were large X plates on the table for the main course.,16,64,-384.0,There were large , plates on the table for the main course.,trial,TextBlock[There were large ...],"FixationSequence[Fixation[318,534], ..., Fixation[1585,534]]",N,"FixationSequence[Fixation[318,534], ..., Fixation[1394,534]]","FixationSequence[Fixation[408,534], ..., Fixation[1585,534]]","FixationSequence[Fixation[408,534], ..., Fixation[1394,534]]",84.0,227.0,227.0,227.0,,227.0,227.0,227.0,,227.0,227.0,227.0,,227.0,227.0,227.0,,illegal_nonword
84,13,181,"['trial 85 start', 'trial 85 end']","FixationSequence[Fixation[302,563], ..., Fixation[1660,549]]",simple,4,plaque,placca,Choosing the right X to buy is not quite easy.,18,51,-352.0,Choosing the right , to buy is not quite easy.,trial,TextBlock[Choosing the righ...],"FixationSequence[Fixation[302,534], ..., Fixation[1660,534]]",N,"FixationSequence[Fixation[302,534], ..., Fixation[1660,534]]","FixationSequence[Fixation[312,534], ..., Fixation[1660,534]]","FixationSequence[Fixation[312,534], ..., Fixation[1660,534]]",85.0,158.0,158.0,158.0,,158.0,158.0,158.0,,158.0,158.0,158.0,,158.0,158.0,158.0,,cognate
85,13,186,"['trial 86 start', 'trial 86 end']","FixationSequence[Fixation[332,556], ..., Fixation[1772,629]]",complex,4,jealousy,fmdwqrzt,A touch of friendly X can put a spark in a relationship.,19,63,-336.0,A touch of friendly , can put a spark in a relationship.,trial,TextBlock[A touch of friend...],"FixationSequence[Fixation[332,534], ..., Fixation[1772,534]]",N,"FixationSequence[Fixation[332,534], ..., Fixation[1772,534]]","FixationSequence[Fixation[413,534], ..., Fixation[1772,534]]","FixationSequence[Fixation[413,534], ..., Fixation[1772,534]]",86.0,216.0,216.0,354.0,,216.0,216.0,354.0,,216.0,216.0,354.0,,216.0,216.0,354.0,,illegal_nonword
86,13,187,"['trial 87 start', 'trial 87 end']","FixationSequence[Fixation[335,549], ..., Fixation[1830,743]]",simple,3,mountain,montagna,Reducing some of this X of paper would be nice.,21,54,-304.0,Reducing some of this , of paper would be nice.,trial,TextBlock[Reducing some of ...],"FixationSequence[Fixation[335,534], ..., Fixation[1830,534]]",N-1_SKIP,"FixationSequence[Fixation[335,534], ..., Fixation[1830,534]]","FixationSequence[Fixation[358,534], ..., Fixation[1830,534]]","FixationSequence[Fixation[358,534], ..., Fixation[1830,534]]",,,,,,,,,,,,,,,,,,cognate
87,13,188,"['trial 88 start', 'trial 88 end']","FixationSequence[Fixation[343,548], ..., Fixation[1956,1195]]",simple,1,hybrid,nobred,I decided to invent X bicycles because the planet needed our help.,19,71,-336.0,I decided to invent , bicycles because the planet needed our help.,trial,TextBlock[I decided to inve...],"FixationSequence[Fixation[343,534], ..., Fixation[1956,534]]",N,"FixationSequence[Fixation[343,534], ..., Fixation[1956,534]]","FixationSequence[Fixation[343,534], ..., Fixation[1956,534]]","FixationSequence[Fixation[343,534], ..., Fixation[1956,534]]",88.0,240.0,240.0,240.0,,240.0,240.0,240.0,,240.0,240.0,240.0,,240.0,240.0,240.0,,legal_nonword
88,13,189,"['trial 89 start', 'trial 89 end']","FixationSequence[Fixation[334,561], ..., Fixation[1674,570]]",complex,4,luxurious,lussuoso ,Sasha definitely had X tastes when it came to desserts.,20,63,-320.0,Sasha definitely had , tastes when it came to desserts.,trial,TextBlock[Sasha definitely ...],"FixationSequence[Fixation[334,534], ..., Fixation[1674,534]]",N,"FixationSequence[Fixation[334,534], ..., Fixation[1674,534]]","FixationSequence[Fixation[334,534], ..., Fixation[1674,534]]","FixationSequence[Fixation[334,534], ..., Fixation[1674,534]]",89.0,406.0,177.0,406.0,177.0,406.0,177.0,406.0,177.0,406.0,177.0,406.0,177.0,406.0,177.0,406.0,177.0,cognate
89,13,193,"['trial 90 start', 'trial 90 end']","FixationSequence[Fixation[357,565], ..., Fixation[1572,757]]",complex,2,historic,historic,What an excitingly X setting for the last race of the season.,18,68,-352.0,What an excitingly , setting for the last race of the season.,trial,TextBlock[What an excitingl...],"FixationSequence[Fixation[357,534], ..., Fixation[1572,534]]",N,"FixationSequence[Fixation[357,534], ..., Fixation[1572,534]]","FixationSequence[Fixation[357,534], ..., Fixation[1572,534]]","FixationSequence[Fixation[357,534], ..., Fixation[1572,534]]",90.0,327.0,155.0,327.0,155.0,327.0,155.0,327.0,155.0,327.0,155.0,327.0,155.0,327.0,155.0,327.0,155.0,identical
90,13,194,"['trial 91 start', 'trial 91 end']","FixationSequence[Fixation[335,551], ..., Fixation[1369,552]]",simple,2,trumpet,trumpet,A badly broken X lay in the middle of the deserted stage.,14,63,-416.0,A badly broken , lay in the middle of the deserted stage.,trial,TextBlock[A badly broken tr...],"FixationSequence[Fixation[335,534], ..., Fixation[1369,534]]",N,"FixationSequence[Fixation[335,534], ..., Fixation[1369,534]]","FixationSequence[Fixation[335,534], ..., Fixation[1369,534]]","FixationSequence[Fixation[335,534], ..., Fixation[1369,534]]",91.0,213.0,213.0,213.0,,213.0,213.0,213.0,,213.0,213.0,213.0,,213.0,213.0,213.0,,identical
91,13,195,"['trial 92 start', 'trial 92 end']","FixationSequence[Fixation[348,549], ..., Fixation[1333,542]]",simple,2,hygiene,hygiene,The bags contained X items for the earthquake victims.,18,60,-352.0,The bags contained , items for the earthquake victims.,trial,TextBlock[The bags containe...],"FixationSequence[Fixation[348,534], ..., Fixation[1333,534]]",N,"FixationSequence[Fixation[348,534], ..., Fixation[1333,534]]","FixationSequence[Fixation[348,534], ..., Fixation[1333,534]]","FixationSequence[Fixation[348,534], ..., Fixation[1333,534]]",92.0,341.0,197.0,341.0,197.0,341.0,197.0,341.0,197.0,341.0,197.0,341.0,197.0,341.0,197.0,341.0,197.0,identical
92,13,199,"['trial 93 start', 'trial 93 end']","FixationSequence[Fixation[338,559], ..., Fixation[1497,636]]",complex,3,asthmatic,asmatico ,He quickly became X and had trouble breathing.,17,54,-368.0,He quickly became , and had trouble breathing.,trial,TextBlock[He quickly became...],"FixationSequence[Fixation[338,534], ..., Fixation[1497,534]]",N,"FixationSequence[Fixation[338,534], ..., Fixation[1497,534]]","FixationSequence[Fixation[338,534], ..., Fixation[1497,534]]","FixationSequence[Fixation[338,534], ..., Fixation[1497,534]]",93.0,202.0,202.0,202.0,,202.0,202.0,202.0,,202.0,202.0,202.0,,202.0,202.0,202.0,,cognate
93,13,200,"['trial 94 start', 'trial 94 end']","FixationSequence[Fixation[331,554], ..., Fixation[1986,1114]]",simple,4,theorem,wnbpjdc,It is a solid X now despite the time it took to prove it.,13,63,-432.0,It is a solid , now despite the time it took to prove it.,trial,TextBlock[It is a solid the...],"FixationSequence[Fixation[331,534], ..., Fixation[1986,534]]",N,"FixationSequence[Fixation[331,534], ..., Fixation[1986,534]]","FixationSequence[Fixation[445,534], ..., Fixation[1986,534]]","FixationSequence[Fixation[445,534], ..., Fixation[1986,534]]",94.0,390.0,264.0,390.0,264.0,390.0,264.0,390.0,264.0,390.0,264.0,390.0,264.0,390.0,264.0,390.0,264.0,illegal_nonword
94,13,204,"['trial 95 start', 'trial 95 end']","FixationSequence[Fixation[316,564], ..., Fixation[2131,847]]",simple,3,vehicle,veicolo,It's definitely a great X for a large family.,23,51,-272.0,It's definitely a great , for a large family.,trial,TextBlock[It's definitely a...],"FixationSequence[Fixation[316,534], ..., Fixation[2131,534]]",N,"FixationSequence[Fixation[316,534], ..., Fixation[2131,534]]","FixationSequence[Fixation[316,534], ..., Fixation[2131,534]]","FixationSequence[Fixation[316,534], ..., Fixation[2131,534]]",95.0,361.0,193.0,361.0,193.0,361.0,193.0,361.0,193.0,361.0,193.0,361.0,193.0,361.0,193.0,361.0,193.0,cognate
95,13,205,"['trial 96 start', 'trial 96 end']","FixationSequence[Fixation[338,554], ..., Fixation[1695,604]]",complex,3,nervous,neprous,She was especially X before the test since she hadn't studied.,18,68,-352.0,She was especially , before the test since she hadn't studied.,trial,TextBlock[She was especiall...],"FixationSequence[Fixation[338,534], ..., Fixation[1695,534]]",N,"FixationSequence[Fixation[338,534], ..., Fixation[1695,534]]","FixationSequence[Fixation[431,534], ..., Fixation[1695,534]]","FixationSequence[Fixation[431,534], ..., Fixation[1695,534]]",96.0,192.0,192.0,192.0,,192.0,192.0,192.0,,192.0,192.0,192.0,,192.0,192.0,192.0,,legal_nonword
96,13,211,"['trial 97 start', 'trial 97 end']","FixationSequence[Fixation[327,541], ..., Fixation[1814,733]]",simple,2,surprise,vbqjyzch,John could always X Jane on their anniversary.,17,53,-368.0,John could always , Jane on their anniversary.,trial,TextBlock[John could always...],"FixationSequence[Fixation[327,534], ..., Fixation[1814,534]]",N,"FixationSequence[Fixation[327,534], ..., Fixation[1814,534]]","FixationSequence[Fixation[413,534], ..., Fixation[1814,534]]","FixationSequence[Fixation[413,534], ..., Fixation[1814,534]]",97.0,318.0,175.0,318.0,175.0,318.0,175.0,318.0,175.0,318.0,175.0,318.0,175.0,318.0,175.0,318.0,175.0,illegal_nonword
97,13,212,"['trial 98 start', 'trial 98 end']","FixationSequence[Fixation[332,537], ..., Fixation[1854,706]]",complex,3,sculptor,snuletor,A very controversial X designed this piece last year.,20,60,-320.0,A very controversial , designed this piece last year.,trial,TextBlock[A very controvers...],"FixationSequence[Fixation[332,534], ..., Fixation[1854,534]]",N,"FixationSequence[Fixation[332,534], ..., Fixation[1282,534]]","FixationSequence[Fixation[327,534], ..., Fixation[1854,534]]","FixationSequence[Fixation[327,534], ..., Fixation[1282,534]]",98.0,355.0,180.0,355.0,180.0,355.0,180.0,355.0,180.0,355.0,180.0,355.0,180.0,355.0,180.0,355.0,180.0,legal_nonword
98,13,213,"['trial 99 start', 'trial 99 end']","FixationSequence[Fixation[332,552], ..., Fixation[1840,686]]",simple,4,lettuce,lattuga,To their frustration only some X and corn would grow in this poor soil.,30,77,-160.0,To their frustration only some , and corn would grow in this poor soil.,trial,TextBlock[To their frustrat...],"FixationSequence[Fixation[332,534], ..., Fixation[1840,534]]",N,"FixationSequence[Fixation[332,534], ..., Fixation[1840,534]]","FixationSequence[Fixation[332,534], ..., Fixation[1840,534]]","FixationSequence[Fixation[332,534], ..., Fixation[1840,534]]",99.0,278.0,278.0,278.0,,278.0,278.0,278.0,,278.0,278.0,278.0,,278.0,278.0,278.0,,cognate
